date,machine_id,plan_min,run_min,downtime_min,downtime_reason,prod_qty,good_qty,energy_kWh,date_str,availability,downtime_rate,defect_qty,yield_rate,defect_rate,productivity_hourly,good_productivity_hourly,energy_per_good,month,machine_group,anomaly_low_availability,anomaly_high_defect,anomaly_high_energy,anomaly_high_downtime,has_anomaly,grade
2026-01-27,B-03,480,463,17,설비고장,971,923,305.5,2026-01-27,96.46,3.54,48,95.06,4.94,125.83,119.61,0.331,2026-01,B,False,False,False,False,False,B
2026-01-27,C-02,480,366,114,설비고장,706,640,235.5,2026-01-27,76.25,23.75,66,90.65,9.35,115.74,104.92,0.368,2026-01,C,True,True,False,True,True,D
2026-01-27,B-01,480,413,67,자재대기,789,760,226.8,2026-01-27,86.04,13.96,29,96.32,3.68,114.62,110.41,0.2984,2026-01,B,False,False,False,False,False,C
2026-01-27,A-03,480,472,8,설비고장,858,819,310.8,2026-01-27,98.33,1.67,39,95.45,4.55,109.07,104.11,0.3795,2026-01,A,False,False,False,False,False,D
2026-01-27,A-02,480,462,18,품질조정,900,882,281.6,2026-01-27,96.25,3.75,18,98.0,2.0,116.88,114.55,0.3193,2026-01,A,False,False,False,False,False,A
2026-01-27,A-01,480,440,40,품질조정,840,823,261.4,2026-01-27,91.67,8.33,17,97.98,2.02,114.55,112.23,0.3176,2026-01,A,False,False,False,False,False,B
2026-01-27,B-02,480,391,89,자재대기,707,685,212.5,2026-01-27,81.46,18.54,22,96.89,3.11,108.49,105.12,0.3102,2026-01,B,False,False,False,False,False,D
2026-01-27,C-01,480,386,94,설비고장,675,609,231.0,2026-01-27,80.42,19.58,66,90.22,9.78,104.92,94.66,0.3793,2026-01,C,False,True,False,True,True,D
2026-01-28,C-01,480,385,95,설비고장,622,576,236.0,2026-01-28,80.21,19.79,46,92.6,7.4,96.94,89.77,0.4097,2026-01,C,False,False,True,True,True,D
2026-01-28,D-03,480,456,24,예방보전,806,776,300.3,2026-01-28,95.0,5.0,30,96.28,3.72,106.05,102.11,0.387,2026-01,D,False,False,False,False,False,D
2026-01-28,D-02,480,436,44,설비고장,835,826,303.8,2026-01-28,90.83,9.17,9,98.92,1.08,114.91,113.67,0.3678,2026-01,D,False,False,False,False,False,D
2026-01-28,D-01,480,425,55,금형교체,815,783,239.3,2026-01-28,88.54,11.46,32,96.07,3.93,115.06,110.54,0.3056,2026-01,D,False,False,False,False,False,B
2026-01-28,C-03,480,408,72,금형교체,763,710,236.0,2026-01-28,85.0,15.0,53,93.05,6.95,112.21,104.41,0.3324,2026-01,C,False,False,False,False,False,C
2026-01-28,C-02,480,437,43,금형교체,687,633,247.4,2026-01-28,91.04,8.96,54,92.14,7.86,94.32,86.91,0.3908,2026-01,C,False,False,False,False,False,D
2026-01-28,B-03,480,424,56,예방보전,863,827,240.6,2026-01-28,88.33,11.67,36,95.83,4.17,122.12,117.03,0.2909,2026-01,B,False,False,False,False,False,B
2026-01-28,B-01,480,422,58,설비고장,791,757,259.5,2026-01-28,87.92,12.08,34,95.7,4.3,112.46,107.63,0.3428,2026-01,B,False,False,False,False,False,C
2026-01-28,A-03,480,444,36,자재대기,768,733,296.8,2026-01-28,92.5,7.5,35,95.44,4.56,103.78,99.05,0.4049,2026-01,A,False,False,False,False,False,D
2026-01-28,A-02,480,453,27,예방보전,776,772,294.6,2026-01-28,94.38,5.62,4,99.48,0.52,102.78,102.25,0.3816,2026-01,A,False,False,False,False,False,D
2026-01-28,A-01,480,477,3,품질조정,827,809,273.5,2026-01-28,99.38,0.62,18,97.82,2.18,104.03,101.76,0.3381,2026-01,A,False,False,False,False,False,A
2026-01-28,B-02,480,475,5,품질조정,852,808,295.8,2026-01-28,98.96,1.04,44,94.84,5.16,107.62,102.06,0.3661,2026-01,B,False,False,False,False,False,D
2026-01-29,D-03,480,444,36,자재대기,850,816,280.3,2026-01-29,92.5,7.5,34,96.0,4.0,114.86,110.27,0.3435,2026-01,D,False,False,False,False,False,B
2026-01-29,D-02,480,480,0,정상가동,833,823,273.2,2026-01-29,100.0,0.0,10,98.8,1.2,104.12,102.88,0.332,2026-01,D,False,False,False,False,False,A
2026-01-29,D-01,480,424,56,설비고장,893,871,219.3,2026-01-29,88.33,11.67,22,97.54,2.46,126.37,123.25,0.2518,2026-01,D,False,False,False,False,False,B
2026-01-29,C-03,480,458,22,금형교체,819,783,255.6,2026-01-29,95.42,4.58,36,95.6,4.4,107.29,102.58,0.3264,2026-01,C,False,False,False,False,False,B
2026-01-29,C-02,480,405,75,예방보전,733,698,245.2,2026-01-29,84.38,15.62,35,95.23,4.77,108.59,103.41,0.3513,2026-01,C,False,False,False,False,False,D
2026-01-29,C-01,480,404,76,예방보전,794,761,228.6,2026-01-29,84.17,15.83,33,95.84,4.16,117.92,113.02,0.3004,2026-01,C,False,False,False,False,False,D
2026-01-29,B-03,480,413,67,설비고장,753,722,298.2,2026-01-29,86.04,13.96,31,95.88,4.12,109.39,104.89,0.413,2026-01,B,False,False,True,False,True,D
2026-01-29,B-01,480,460,20,금형교체,807,799,289.6,2026-01-29,95.83,4.17,8,99.01,0.99,105.26,104.22,0.3625,2026-01,B,False,False,False,False,False,D
2026-01-29,A-03,480,439,41,설비고장,840,828,287.7,2026-01-29,91.46,8.54,12,98.57,1.43,114.81,113.17,0.3475,2026-01,A,False,False,False,False,False,B
2026-01-29,A-02,480,480,0,정상가동,875,857,267.7,2026-01-29,100.0,0.0,18,97.94,2.06,109.38,107.12,0.3124,2026-01,A,False,False,False,False,False,A
2026-01-29,A-01,480,431,49,설비고장,857,816,273.4,2026-01-29,89.79,10.21,41,95.22,4.78,119.3,113.6,0.335,2026-01,A,False,False,False,False,False,B
2026-01-29,B-02,480,429,51,예방보전,898,860,258.4,2026-01-29,89.38,10.62,38,95.77,4.23,125.59,120.28,0.3005,2026-01,B,False,False,False,False,False,B
2026-01-30,C-02,480,422,58,설비고장,733,688,271.7,2026-01-30,87.92,12.08,45,93.86,6.14,104.22,97.82,0.3949,2026-01,C,False,False,False,False,False,D
2026-01-30,D-02,480,436,44,품질조정,822,805,311.6,2026-01-30,90.83,9.17,17,97.93,2.07,113.12,110.78,0.3871,2026-01,D,False,False,False,False,False,D
2026-01-30,D-01,480,474,6,자재대기,872,862,304.5,2026-01-30,98.75,1.25,10,98.85,1.15,110.38,109.11,0.3532,2026-01,D,False,False,False,False,False,C
2026-01-30,C-03,480,370,110,예방보전,715,674,233.0,2026-01-30,77.08,22.92,41,94.27,5.73,115.95,109.3,0.3457,2026-01,C,True,False,False,True,True,D
2026-01-30,C-01,480,366,114,금형교체,640,599,203.1,2026-01-30,76.25,23.75,41,93.59,6.41,104.92,98.2,0.3391,2026-01,C,True,False,False,True,True,D
2026-01-30,D-03,480,480,0,정상가동,944,929,314.0,2026-01-30,100.0,0.0,15,98.41,1.59,118.0,116.12,0.338,2026-01,D,False,False,False,False,False,A
2026-01-30,B-02,480,430,50,품질조정,815,804,237.9,2026-01-30,89.58,10.42,11,98.65,1.35,113.72,112.19,0.2959,2026-01,B,False,False,False,False,False,B
2026-01-30,B-01,480,434,46,품질조정,911,910,279.4,2026-01-30,90.42,9.58,1,99.89,0.11,125.94,125.81,0.307,2026-01,B,False,False,False,False,False,B
2026-01-30,A-03,480,417,63,금형교체,732,682,297.8,2026-01-30,86.88,13.12,50,93.17,6.83,105.32,98.13,0.4367,2026-01,A,False,False,True,False,True,D
2026-01-30,A-02,480,392,88,예방보전,830,806,231.4,2026-01-30,81.67,18.33,24,97.11,2.89,127.04,123.37,0.2871,2026-01,A,False,False,False,False,False,D
2026-01-30,A-01,480,480,0,정상가동,894,890,310.5,2026-01-30,100.0,0.0,4,99.55,0.45,111.75,111.25,0.3489,2026-01,A,False,False,False,False,False,B
2026-01-30,B-03,480,461,19,금형교체,854,837,250.0,2026-01-30,96.04,3.96,17,98.01,1.99,111.15,108.94,0.2987,2026-01,B,False,False,False,False,False,A
2026-01-31,D-02,480,432,48,자재대기,847,846,251.3,2026-01-31,90.0,10.0,1,99.88,0.12,117.64,117.5,0.297,2026-01,D,False,False,False,False,False,B
2026-01-31,D-01,480,466,14,예방보전,849,828,269.7,2026-01-31,97.08,2.92,21,97.53,2.47,109.31,106.61,0.3257,2026-01,D,False,False,False,False,False,A
2026-01-31,C-03,480,414,66,품질조정,821,773,287.7,2026-01-31,86.25,13.75,48,94.15,5.85,118.99,112.03,0.3722,2026-01,C,False,False,False,False,False,D
2026-01-31,C-02,480,375,105,품질조정,676,652,247.7,2026-01-31,78.12,21.88,24,96.45,3.55,108.16,104.32,0.3799,2026-01,C,True,False,False,True,True,D
2026-01-31,C-01,480,420,60,설비고장,781,721,246.0,2026-01-31,87.5,12.5,60,92.32,7.68,111.57,103.0,0.3412,2026-01,C,False,False,False,False,False,C
2026-01-31,D-03,480,480,0,정상가동,900,872,289.4,2026-01-31,100.0,0.0,28,96.89,3.11,112.5,109.0,0.3319,2026-01,D,False,False,False,False,False,B
2026-01-31,B-02,480,454,26,품질조정,841,801,251.8,2026-01-31,94.58,5.42,40,95.24,4.76,111.15,105.86,0.3144,2026-01,B,False,False,False,False,False,B
2026-01-31,B-01,480,480,0,정상가동,864,829,293.2,2026-01-31,100.0,0.0,35,95.95,4.05,108.0,103.62,0.3537,2026-01,B,False,False,False,False,False,C
2026-01-31,A-03,480,425,55,설비고장,787,775,262.7,2026-01-31,88.54,11.46,12,98.48,1.52,111.11,109.41,0.339,2026-01,A,False,False,False,False,False,B
2026-01-31,A-02,480,461,19,금형교체,884,865,295.2,2026-01-31,96.04,3.96,19,97.85,2.15,115.05,112.58,0.3413,2026-01,A,False,False,False,False,False,B
2026-01-31,A-01,480,435,45,예방보전,850,826,302.6,2026-01-31,90.62,9.38,24,97.18,2.82,117.24,113.93,0.3663,2026-01,A,False,False,False,False,False,D
2026-01-31,B-03,480,443,37,금형교체,732,721,274.8,2026-01-31,92.29,7.71,11,98.5,1.5,99.14,97.65,0.3811,2026-01,B,False,False,False,False,False,D
2026-02-01,D-03,480,431,49,금형교체,726,695,295.9,2026-02-01,89.79,10.21,31,95.73,4.27,101.07,96.75,0.4258,2026-02,D,False,False,True,False,True,D
2026-02-01,D-02,480,423,57,설비고장,803,775,255.2,2026-02-01,88.12,11.88,28,96.51,3.49,113.9,109.93,0.3293,2026-02,D,False,False,False,False,False,B
2026-02-01,D-01,480,472,8,예방보전,863,826,260.8,2026-02-01,98.33,1.67,37,95.71,4.29,109.7,105.0,0.3157,2026-02,D,False,False,False,False,False,B
2026-02-01,C-03,480,423,57,설비고장,709,661,232.3,2026-02-01,88.12,11.88,48,93.23,6.77,100.57,93.76,0.3514,2026-02,C,False,False,False,False,False,C
2026-02-01,C-02,480,431,49,금형교체,769,725,258.4,2026-02-01,89.79,10.21,44,94.28,5.72,107.05,100.93,0.3564,2026-02,C,False,False,False,False,False,C
2026-02-01,C-01,480,462,18,예방보전,772,687,328.4,2026-02-01,96.25,3.75,85,88.99,11.01,100.26,89.22,0.478,2026-02,C,False,True,True,False,True,D
2026-02-01,B-03,480,459,21,금형교체,782,770,321.7,2026-02-01,95.62,4.38,12,98.47,1.53,102.22,100.65,0.4178,2026-02,B,False,False,True,False,True,D
2026-02-01,B-01,480,428,52,품질조정,776,758,237.7,2026-02-01,89.17,10.83,18,97.68,2.32,108.79,106.26,0.3136,2026-02,B,False,False,False,False,False,B
2026-02-01,A-03,480,423,57,설비고장,785,784,279.1,2026-02-01,88.12,11.88,1,99.87,0.13,111.35,111.21,0.356,2026-02,A,False,False,False,False,False,C
2026-02-01,A-02,480,480,0,정상가동,931,914,303.8,2026-02-01,100.0,0.0,17,98.17,1.83,116.38,114.25,0.3324,2026-02,A,False,False,False,False,False,A
2026-02-01,A-01,480,480,0,정상가동,975,939,313.8,2026-02-01,100.0,0.0,36,96.31,3.69,121.88,117.38,0.3342,2026-02,A,False,False,False,False,False,B
2026-02-01,B-02,480,419,61,설비고장,728,714,261.0,2026-02-01,87.29,12.71,14,98.08,1.92,104.25,102.24,0.3655,2026-02,B,False,False,False,False,False,D
2026-02-02,C-02,480,409,71,설비고장,773,718,282.6,2026-02-02,85.21,14.79,55,92.88,7.12,113.4,105.33,0.3936,2026-02,C,False,False,False,False,False,D
2026-02-02,D-02,480,447,33,설비고장,790,774,285.7,2026-02-02,93.12,6.88,16,97.97,2.03,106.04,103.89,0.3691,2026-02,D,False,False,False,False,False,D
2026-02-02,D-01,480,439,41,금형교체,887,858,255.8,2026-02-02,91.46,8.54,29,96.73,3.27,121.23,117.27,0.2981,2026-02,D,False,False,False,False,False,B
2026-02-02,C-03,480,418,62,금형교체,726,683,253.6,2026-02-02,87.08,12.92,43,94.08,5.92,104.21,98.04,0.3713,2026-02,C,False,False,False,False,False,D
2026-02-02,C-01,480,396,84,금형교체,742,678,209.6,2026-02-02,82.5,17.5,64,91.37,8.63,112.42,102.73,0.3091,2026-02,C,False,True,False,False,True,D
2026-02-02,D-03,480,415,65,금형교체,770,717,234.2,2026-02-02,86.46,13.54,53,93.12,6.88,111.33,103.66,0.3266,2026-02,D,False,False,False,False,False,C
2026-02-02,B-02,480,480,0,정상가동,943,932,282.7,2026-02-02,100.0,0.0,11,98.83,1.17,117.88,116.5,0.3033,2026-02,B,False,False,False,False,False,A
2026-02-02,A-01,480,433,47,예방보전,827,805,276.2,2026-02-02,90.21,9.79,22,97.34,2.66,114.6,111.55,0.3431,2026-02,A,False,False,False,False,False,B
2026-02-02,A-02,480,477,3,설비고장,889,849,285.6,2026-02-02,99.38,0.62,40,95.5,4.5,111.82,106.79,0.3364,2026-02,A,False,False,False,False,False,B
2026-02-02,B-03,480,388,92,품질조정,663,654,248.0,2026-02-02,80.83,19.17,9,98.64,1.36,102.53,101.13,0.3792,2026-02,B,False,False,False,True,True,D
2026-02-02,B-01,480,411,69,설비고장,809,794,246.0,2026-02-02,85.62,14.37,15,98.15,1.85,118.1,115.91,0.3098,2026-02,B,False,False,False,False,False,C
2026-02-02,A-03,480,420,60,금형교체,806,781,264.8,2026-02-02,87.5,12.5,25,96.9,3.1,115.14,111.57,0.3391,2026-02,A,False,False,False,False,False,C
2026-02-03,D-03,480,434,46,품질조정,793,773,272.2,2026-02-03,90.42,9.58,20,97.48,2.52,109.63,106.87,0.3521,2026-02,D,False,False,False,False,False,C
2026-02-03,D-02,480,409,71,자재대기,715,703,235.1,2026-02-03,85.21,14.79,12,98.32,1.68,104.89,103.13,0.3344,2026-02,D,False,False,False,False,False,C
2026-02-03,D-01,480,480,0,정상가동,841,799,282.6,2026-02-03,100.0,0.0,42,95.01,4.99,105.12,99.88,0.3537,2026-02,D,False,False,False,False,False,C
2026-02-03,C-03,480,426,54,예방보전,855,806,241.2,2026-02-03,88.75,11.25,49,94.27,5.73,120.42,113.52,0.2993,2026-02,C,False,False,False,False,False,C
2026-02-03,C-01,480,389,91,품질조정,754,689,220.1,2026-02-03,81.04,18.96,65,91.38,8.62,116.3,106.27,0.3194,2026-02,C,False,True,False,True,True,D
2026-02-03,C-02,480,363,117,예방보전,685,654,232.4,2026-02-03,75.62,24.38,31,95.47,4.53,113.22,108.1,0.3554,2026-02,C,True,False,False,True,True,D
2026-02-03,B-02,480,473,7,금형교체,944,943,269.3,2026-02-03,98.54,1.46,1,99.89,0.11,119.75,119.62,0.2856,2026-02,B,False,False,False,False,False,A
2026-02-03,B-01,480,452,28,금형교체,773,727,291.8,2026-02-03,94.17,5.83,46,94.05,5.95,102.61,96.5,0.4014,2026-02,B,False,False,False,False,False,D
2026-02-03,A-03,480,416,64,자재대기,710,702,265.7,2026-02-03,86.67,13.33,8,98.87,1.13,102.4,101.25,0.3785,2026-02,A,False,False,False,False,False,D
2026-02-03,A-02,480,423,57,품질조정,817,800,279.1,2026-02-03,88.12,11.88,17,97.92,2.08,115.89,113.48,0.3489,2026-02,A,False,False,False,False,False,B
2026-02-03,A-01,480,446,34,설비고장,767,746,279.1,2026-02-03,92.92,7.08,21,97.26,2.74,103.18,100.36,0.3741,2026-02,A,False,False,False,False,False,D
2026-02-03,B-03,480,454,26,품질조정,808,788,309.3,2026-02-03,94.58,5.42,20,97.52,2.48,106.78,104.14,0.3925,2026-02,B,False,False,False,False,False,D
2026-02-04,D-03,480,457,23,자재대기,782,741,303.4,2026-02-04,95.21,4.79,41,94.76,5.24,102.67,97.29,0.4094,2026-02,D,False,False,True,False,True,D
2026-02-04,D-02,480,428,52,금형교체,869,837,258.6,2026-02-04,89.17,10.83,32,96.32,3.68,121.82,117.34,0.309,2026-02,D,False,False,False,False,False,B
2026-02-04,D-01,480,437,43,예방보전,909,853,254.1,2026-02-04,91.04,8.96,56,93.84,6.16,124.81,117.12,0.2979,2026-02,D,False,False,False,False,False,C
2026-02-04,C-03,480,458,22,예방보전,857,784,289.1,2026-02-04,95.42,4.58,73,91.48,8.52,112.27,102.71,0.3688,2026-02,C,False,True,False,False,True,D
2026-02-04,C-02,480,410,70,자재대기,828,766,208.5,2026-02-04,85.42,14.58,62,92.51,7.49,121.17,112.1,0.2722,2026-02,C,False,False,False,False,False,C
2026-02-04,C-01,480,428,52,자재대기,842,774,249.2,2026-02-04,89.17,10.83,68,91.92,8.08,118.04,108.5,0.322,2026-02,C,False,True,False,False,True,D
2026-02-04,B-03,480,452,28,금형교체,834,833,284.3,2026-02-04,94.17,5.83,1,99.88,0.12,110.71,110.58,0.3413,2026-02,B,False,False,False,False,False,B
2026-02-04,B-01,480,388,92,금형교체,748,746,226.7,2026-02-04,80.83,19.17,2,99.73,0.27,115.67,115.36,0.3039,2026-02,B,False,False,False,True,True,D
2026-02-04,A-03,480,455,25,품질조정,834,813,303.3,2026-02-04,94.79,5.21,21,97.48,2.52,109.98,107.21,0.3731,2026-02,A,False,False,False,False,False,D
2026-02-04,A-02,480,480,0,정상가동,934,867,294.7,2026-02-04,100.0,0.0,67,92.83,7.17,116.75,108.38,0.3399,2026-02,A,False,False,False,False,False,C
2026-02-04,A-01,480,434,46,예방보전,885,857,260.7,2026-02-04,90.42,9.58,28,96.84,3.16,122.35,118.48,0.3042,2026-02,A,False,False,False,False,False,B
2026-02-04,B-02,480,416,64,자재대기,802,789,249.7,2026-02-04,86.67,13.33,13,98.38,1.62,115.67,113.8,0.3165,2026-02,B,False,False,False,False,False,C
2026-02-05,D-03,480,393,87,설비고장,774,773,233.8,2026-02-05,81.88,18.12,1,99.87,0.13,118.17,118.02,0.3025,2026-02,D,False,False,False,False,False,D
2026-02-05,D-02,480,436,44,설비고장,812,773,298.2,2026-02-05,90.83,9.17,39,95.2,4.8,111.74,106.38,0.3858,2026-02,D,False,False,False,False,False,D
2026-02-05,D-01,480,461,19,자재대기,813,809,286.8,2026-02-05,96.04,3.96,4,99.51,0.49,105.81,105.29,0.3545,2026-02,D,False,False,False,False,False,C
2026-02-05,C-03,480,409,71,설비고장,800,769,280.1,2026-02-05,85.21,14.79,31,96.12,3.88,117.36,112.81,0.3642,2026-02,C,False,False,False,False,False,D
2026-02-05,C-02,480,370,110,금형교체,659,602,210.5,2026-02-05,77.08,22.92,57,91.35,8.65,106.86,97.62,0.3497,2026-02,C,True,True,False,True,True,D
2026-02-05,C-01,480,374,106,금형교체,737,702,234.5,2026-02-05,77.92,22.08,35,95.25,4.75,118.24,112.62,0.334,2026-02,C,True,False,False,True,True,D
2026-02-05,B-03,480,453,27,예방보전,772,729,278.9,2026-02-05,94.38,5.62,43,94.43,5.57,102.25,96.56,0.3826,2026-02,B,False,False,False,False,False,D
2026-02-05,B-01,480,447,33,설비고장,823,790,279.8,2026-02-05,93.12,6.88,33,95.99,4.01,110.47,106.04,0.3542,2026-02,B,False,False,False,False,False,C
2026-02-05,A-03,480,413,67,설비고장,733,704,279.9,2026-02-05,86.04,13.96,29,96.04,3.96,106.49,102.28,0.3976,2026-02,A,False,False,False,False,False,D
2026-02-05,A-02,480,442,38,금형교체,843,830,297.5,2026-02-05,92.08,7.92,13,98.46,1.54,114.43,112.67,0.3584,2026-02,A,False,False,False,False,False,C
2026-02-05,A-01,480,426,54,설비고장,775,739,229.7,2026-02-05,88.75,11.25,36,95.35,4.65,109.15,104.08,0.3108,2026-02,A,False,False,False,False,False,B
2026-02-05,B-02,480,435,45,금형교체,745,708,254.3,2026-02-05,90.62,9.38,37,95.03,4.97,102.76,97.66,0.3592,2026-02,B,False,False,False,False,False,C
2026-02-06,C-02,480,410,70,품질조정,795,777,277.1,2026-02-06,85.42,14.58,18,97.74,2.26,116.34,113.71,0.3566,2026-02,C,False,False,False,False,False,C
2026-02-06,D-02,480,459,21,금형교체,848,828,288.5,2026-02-06,95.62,4.38,20,97.64,2.36,110.85,108.24,0.3484,2026-02,D,False,False,False,False,False,B
2026-02-06,D-01,480,405,75,품질조정,731,728,251.0,2026-02-06,84.38,15.62,3,99.59,0.41,108.3,107.85,0.3448,2026-02,D,False,False,False,False,False,D
2026-02-06,C-03,480,400,80,예방보전,791,731,237.4,2026-02-06,83.33,16.67,60,92.41,7.59,118.65,109.65,0.3248,2026-02,C,False,False,False,False,False,D
2026-02-06,C-01,480,393,87,품질조정,791,734,273.0,2026-02-06,81.88,18.12,57,92.79,7.21,120.76,112.06,0.3719,2026-02,C,False,False,False,False,False,D
2026-02-06,D-03,480,480,0,정상가동,757,708,317.4,2026-02-06,100.0,0.0,49,93.53,6.47,94.62,88.5,0.4483,2026-02,D,False,False,True,False,True,D
2026-02-06,B-02,480,465,15,예방보전,862,834,267.2,2026-02-06,96.88,3.12,28,96.75,3.25,111.23,107.61,0.3204,2026-02,B,False,False,False,False,False,B
2026-02-06,A-01,480,419,61,금형교체,805,755,237.6,2026-02-06,87.29,12.71,50,93.79,6.21,115.27,108.11,0.3147,2026-02,A,False,False,False,False,False,C
2026-02-06,A-02,480,431,49,금형교체,811,780,242.5,2026-02-06,89.79,10.21,31,96.18,3.82,112.9,108.58,0.3109,2026-02,A,False,False,False,False,False,B
2026-02-06,B-03,480,453,27,예방보전,851,848,263.5,2026-02-06,94.38,5.62,3,99.65,0.35,112.72,112.32,0.3107,2026-02,B,False,False,False,False,False,A
2026-02-06,B-01,480,421,59,예방보전,781,719,255.7,2026-02-06,87.71,12.29,62,92.06,7.94,111.31,102.47,0.3556,2026-02,B,False,False,False,False,False,C
2026-02-06,A-03,480,456,24,품질조정,817,812,280.5,2026-02-06,95.0,5.0,5,99.39,0.61,107.5,106.84,0.3454,2026-02,A,False,False,False,False,False,B
2026-02-07,D-03,480,459,21,품질조정,768,744,291.3,2026-02-07,95.62,4.38,24,96.88,3.12,100.39,97.25,0.3915,2026-02,D,False,False,False,False,False,D
2026-02-07,D-02,480,446,34,설비고장,858,853,291.4,2026-02-07,92.92,7.08,5,99.42,0.58,115.43,114.75,0.3416,2026-02,D,False,False,False,False,False,B
2026-02-07,D-01,480,442,38,예방보전,831,806,263.8,2026-02-07,92.08,7.92,25,96.99,3.01,112.81,109.41,0.3273,2026-02,D,False,False,False,False,False,B
2026-02-07,C-03,480,429,51,자재대기,829,776,261.7,2026-02-07,89.38,10.62,53,93.61,6.39,115.94,108.53,0.3372,2026-02,C,False,False,False,False,False,C
2026-02-07,C-01,480,422,58,자재대기,801,736,245.8,2026-02-07,87.92,12.08,65,91.89,8.11,113.89,104.64,0.334,2026-02,C,False,True,False,False,True,D
2026-02-07,C-02,480,381,99,품질조정,652,606,246.9,2026-02-07,79.38,20.62,46,92.94,7.06,102.68,95.43,0.4074,2026-02,C,True,False,False,True,True,D
2026-02-07,B-02,480,415,65,금형교체,779,743,232.8,2026-02-07,86.46,13.54,36,95.38,4.62,112.63,107.42,0.3133,2026-02,B,False,False,False,False,False,C
2026-02-07,B-01,480,433,47,금형교체,825,784,287.6,2026-02-07,90.21,9.79,41,95.03,4.97,114.32,108.64,0.3668,2026-02,B,False,False,False,False,False,D
2026-02-07,A-03,480,439,41,품질조정,767,766,244.6,2026-02-07,91.46,8.54,1,99.87,0.13,104.83,104.69,0.3193,2026-02,A,False,False,False,False,False,B
2026-02-07,A-02,480,463,17,설비고장,800,758,290.2,2026-02-07,96.46,3.54,42,94.75,5.25,103.67,98.23,0.3828,2026-02,A,False,False,False,False,False,D
2026-02-07,A-01,480,407,73,설비고장,730,709,241.4,2026-02-07,84.79,15.21,21,97.12,2.88,107.62,104.52,0.3405,2026-02,A,False,False,False,False,False,D
2026-02-07,B-03,480,382,98,자재대기,622,596,280.6,2026-02-07,79.58,20.42,26,95.82,4.18,97.7,93.61,0.4708,2026-02,B,True,False,True,True,True,D
2026-02-08,D-03,480,458,22,설비고장,813,796,307.3,2026-02-08,95.42,4.58,17,97.91,2.09,106.51,104.28,0.3861,2026-02,D,False,False,False,False,False,D
2026-02-08,D-02,480,450,30,예방보전,721,667,235.9,2026-02-08,93.75,6.25,54,92.51,7.49,96.13,88.93,0.3537,2026-02,D,False,False,False,False,False,C
2026-02-08,D-01,480,467,13,설비고장,988,976,282.3,2026-02-08,97.29,2.71,12,98.79,1.21,126.94,125.4,0.2892,2026-02,D,False,False,False,False,False,A
2026-02-08,C-03,480,440,40,품질조정,862,797,297.1,2026-02-08,91.67,8.33,65,92.46,7.54,117.55,108.68,0.3728,2026-02,C,False,False,False,False,False,D
2026-02-08,C-01,480,391,89,설비고장,726,665,247.0,2026-02-08,81.46,18.54,61,91.6,8.4,111.41,102.05,0.3714,2026-02,C,False,True,False,False,True,D
2026-02-08,C-02,480,392,88,자재대기,609,557,227.6,2026-02-08,81.67,18.33,52,91.46,8.54,93.21,85.26,0.4086,2026-02,C,False,True,False,False,True,D
2026-02-08,B-02,480,480,0,정상가동,922,921,307.8,2026-02-08,100.0,0.0,1,99.89,0.11,115.25,115.12,0.3342,2026-02,B,False,False,False,False,False,A
2026-02-08,A-01,480,417,63,예방보전,817,816,267.7,2026-02-08,86.88,13.12,1,99.88,0.12,117.55,117.41,0.3281,2026-02,A,False,False,False,False,False,C
2026-02-08,A-02,480,433,47,설비고장,762,735,273.0,2026-02-08,90.21,9.79,27,96.46,3.54,105.59,101.85,0.3714,2026-02,A,False,False,False,False,False,D
2026-02-08,B-03,480,424,56,자재대기,773,761,233.9,2026-02-08,88.33,11.67,12,98.45,1.55,109.39,107.69,0.3074,2026-02,B,False,False,False,False,False,B
2026-02-08,B-01,480,389,91,품질조정,686,659,239.6,2026-02-08,81.04,18.96,27,96.06,3.94,105.81,101.65,0.3636,2026-02,B,False,False,False,True,True,D
2026-02-08,A-03,480,473,7,자재대기,869,827,324.2,2026-02-08,98.54,1.46,42,95.17,4.83,110.23,104.9,0.392,2026-02,A,False,False,False,False,False,D
2026-02-09,D-03,480,474,6,예방보전,906,839,287.5,2026-02-09,98.75,1.25,67,92.6,7.4,114.68,106.2,0.3427,2026-02,D,False,False,False,False,False,C
2026-02-09,D-02,480,449,31,품질조정,963,955,249.9,2026-02-09,93.54,6.46,8,99.17,0.83,128.69,127.62,0.2617,2026-02,D,False,False,False,False,False,A
2026-02-09,D-01,480,471,9,품질조정,852,841,323.6,2026-02-09,98.12,1.88,11,98.71,1.29,108.54,107.13,0.3848,2026-02,D,False,False,False,False,False,D
2026-02-09,C-03,480,404,76,자재대기,716,664,231.0,2026-02-09,84.17,15.83,52,92.74,7.26,106.34,98.61,0.3479,2026-02,C,False,False,False,False,False,D
2026-02-09,C-01,480,365,115,품질조정,657,616,202.3,2026-02-09,76.04,23.96,41,93.76,6.24,108.0,101.26,0.3284,2026-02,C,True,False,False,True,True,D
2026-02-09,C-02,480,367,113,설비고장,682,630,217.5,2026-02-09,76.46,23.54,52,92.38,7.62,111.5,103.0,0.3452,2026-02,C,True,False,False,True,True,D
2026-02-09,B-02,480,444,36,자재대기,850,845,255.2,2026-02-09,92.5,7.5,5,99.41,0.59,114.86,114.19,0.302,2026-02,B,False,False,False,False,False,A
